ПРЕПЯТСТВИЯ					ПОЧВА		МОДИФИКАТОРЫ ПОЧВЫ									СОСЕДСТВО																																																																																																																		ПЕРЕКРЫТИЕ																																																																																																																	
Имя	Id	Имя типа	Тип	Подтип	Имя	Id	грязь	песок	трава	снег	болото	скалы	пещеры	лава	вода	дубы	кратер	бревно	цветы	озеро	холм	гора	овраг	сосны	скала	кусты	пень	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	кактус	дюны	гора	sand tree	кости	яма	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	дубы	кратер	цветы	озеро	холм	гора	овраг	сосны	скала	кусты	пень	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	мертвечина	пруд льда	гора	овраг	пень	скала	кусты	сосны	snow crystal mine	snow gold mine	snow sawmill	мертвечина	озеро	мандрагора	гора	скала	кусты	дубы	swamp tree	мох	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	скала	кратер	холм	гора	овраг	rough tree	кусты	кости	пень	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	кратер	мертвечина	грибы	озеро	озеро	потоки	гора	овраг	скала	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	кратер	озеро	потоки	гора	lava volcano	lava crystal mine	lava gold mine	lava sawmill	скала	water reef	руины	руины	гейзер	гейзер	стена	статуя	озеро	грибы	холм	плотояд	груз	дубы	кратер	бревно	цветы	озеро	холм	гора	овраг	сосны	скала	кусты	пень	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	кактус	дюны	гора	sand tree	кости	яма	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	дубы	кратер	цеты	озеро	холм	гора	овраг	сосны	скала	кусты	пень	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	мертвечина	пруд льда	гора	овраг	пень	скала	кусты	сосны	snow crystal mine	snow gold mine	snow sawmill	мертвечина	озеро	мандрагора	гора	скала	кусты	дубы	swamp tree	мох	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	скала	кратер	холм	гора	овраг	rough tree	кусты	кости	пень	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	кратер	мертвечина	грибы	озеро	озеро	потоки	гора	овраг	скала	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	кратер	лава	потоки	гора	lava volcano	lava crystal mine	lava gold mine	lava sawmill	скала	water reef	руины	руины	гейзер	гейзер	стена	статуя	озеро	грибы	холм	плотояд	груз
Кратер	94	кратер	118	0	lava	7	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Озеро	95	озеро	128	0	лава	7	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	-5000	5	5	-5000	5	5	-5000	5	5	-5000	-5000	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	5	5	5	5	5	-5000	-5000	5	5	-5000	5	5	-5000	5	5	5	5	30	30	5	5	5	-5000	5	5	5	5	100	100	30	30	5	5	5	10	10	5	5	5	5	5	5	5	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Потоки	96	потоки	127	0	лава	7	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	-5000	5	5	-5000	5	5	-5000	5	5	-5000	-5000	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	5	5	5	5	5	-5000	-5000	5	5	-5000	5	5	-5000	5	5	5	5	30	30	5	5	5	-5000	5	5	5	5	100	100	30	30	5	5	5	10	10	5	5	5	5	5	5	5	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Гора	97	гора	134	0	лава	7	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	10	10	-5000	-5000	10	5	10	-5000	30	-5000	10	-5000	-5000	5	5	-5000	-5000	10	5	-5000	10	10	-5000	5	5	-5000	-5000	10	-5000	-5000	10	5	5	-5000	30	-5000	10	-5000	-5000	5	5	-5000	10	10	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	30	10	10	30	30	10	-5000	10	10	-5000	30	30	-5000	10	10	-5000	10	10	10	30	30	30	-5000	30	30	10	10	10	10	30	30	30	30	10	10	10	10	10	10	10	10	10	10	-5000	10	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	0	-5000	-5000	0	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	0	0	10	10	30	30	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
lava volcano	98	volcano	158	0	lava	7	-10	-10	-10	-10	-10	-10	-10	10	-5000	-5000	10	10	-5000	-5000	10	5	10	-5000	30	-5000	10	-5000	-5000	5	5	-5000	-5000	10	5	-5000	10	10	-5000	5	5	-5000	-5000	10	-5000	-5000	10	5	5	-5000	30	-5000	10	-5000	-5000	5	5	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	30	10	10	30	30	10	-5000	10	10	-5000	30	30	-5000	10	10	-5000	10	30	30	30	30	30	-5000	30	30	10	10	30	30	30	30	30	30	10	10	10	10	10	10	10	10	10	10	-5000	10	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	0	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	10	10	10	10	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
lava crystal mine	99	mine	53	4	lava	7	5	-10	0	-10	-10	10	-10	10	-5000	10	10	10	10	10	10	5	10	10	30	10	10	10	10	5	5	10	10	10	5	10	10	10	5	5	5	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	30	30	10	30	10	10	30	30	10	10	10	10	5	30	10	10	10	10	10	5	5	10	30	10	10	100	30	10	10	10	10	5	100	100	10	10	10	10	10	10	10	5	10	30	5	5	5	10	10	10	10	30	5	100	100	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	-5000	-5000	-5000	-5000	-5000	0	10	30	10	-5000	-5000	-5000	30	0	0	30	0	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	0	0	-5000	0	-5000	-5000	0	0	0	-5000	0	0	0	0	0	0	30	0	-5000	10	10	-5000	0	-5000	0	10	10	0	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	30	0	-5000	-5000	30	10	0	-5000	-5000	-5000	-5000	30	30	30	-5000	0	-5000	-5000	0	0	0	0	0	-5000	0	0	0	-5000	0	0	10	0	30	30	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
lava gold mine	100	mine	53	6	lava	7	5	-10	0	-10	-10	10	-10	10	-5000	10	10	10	10	10	10	5	10	10	30	10	10	10	10	5	5	10	10	10	5	10	10	10	5	5	5	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	30	30	10	30	10	10	30	30	10	10	10	10	5	30	10	10	10	10	10	5	5	10	30	10	10	100	30	10	10	10	10	5	100	100	10	10	10	10	10	10	10	5	10	30	5	5	5	10	10	10	10	30	5	100	100	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	-5000	-5000	-5000	-5000	-5000	0	10	30	10	-5000	-5000	-5000	30	0	0	30	0	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	0	0	-5000	0	-5000	-5000	0	0	0	-5000	0	0	0	0	0	0	30	0	-5000	10	10	-5000	0	-5000	0	10	10	0	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	30	0	-5000	-5000	30	10	0	-5000	-5000	-5000	-5000	30	30	30	-5000	0	-5000	-5000	0	0	0	0	0	-5000	0	0	0	-5000	0	0	10	0	30	30	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
lava sawmill	101	mine	53	0	lava	7	5	-5000	5	5	10	10	10	10	-5000	30	10	30	10	10	10	10	10	10	10	10	30	30	30	10	10	30	5	5	10	-5000	10	5	-5000	10	10	-5000	30	10	10	10	10	10	10	10	10	10	30	30	30	10	10	30	30	10	10	10	30	10	10	10	10	10	10	30	10	10	10	10	10	30	30	10	10	10	10	30	10	10	10	10	10	10	10	10	30	-5000	10	10	30	10	30	10	10	10	10	10	10	10	-5000	10	10	30	10	10	10	10	10	10	10	30	10	10	10	10	10	10	10	10	10	10	10	10	10	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Скала	102	скала	147	0	вода	8	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	-5000	-5000	-5000	10	-5000	0	10	0	0	0	0	10	10	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	0	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	-5000	10	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	10	10	-5000	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
water reef	103	reef	161	0	water	8	-10	-10	-10	-10	-10	-10	-10	-10	10	10	10	10	10	10	10	10	30	10	10	10	10	10	10	10	10	10	10	10	30	10	10	10	10	30	30	10	10	10	10	10	10	30	10	10	10	10	10	10	10	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	10	10	10	10	10	10	30	30	10	30	10	10	30	10	10	10	10	10	10	30	30	10	10	10	10	10	10	10	30	10	30	10	30	30	10	10	10	10	10	10	30	30	10	30	100	10	10	10	10	10	10	10	10	10	10	10	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	10	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	30	0	-5000	-5000	-5000	30	30	0	0	-5000	-5000	-5000	-5000	30	-5000	0	10	0	0	0	0	30	30	-5000	0	-5000	30	-5000	-5000	-5000	-5000	0	30	30	0	0	-5000	0	30	0	-5000	0	0	-5000	-5000	30	30	-5000	10	-5000	-5000	30	10	0	-5000	-5000	-5000	-5000	30	30	-5000	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	30	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
Руины	104	руины	114	0	песок	1	-5000	5	-5000	-5000	-5000	5	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Руины	105	руины	114	0	трава	2	-5000	-5000	5	-5000	5	-5000	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Гейзер	106	гейзер	115	0	лава	7	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Гейзер	107	гейзер	115	0	скалы	5	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Стена	108	стена	122	0	скалы	5	0	-5000	-5000	-5000	-5000	5	0	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Статуя	109	статуя	123	0	грязь	0	5	-5000	0	-5000	0	5	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Озеро	110	озеро	126	0	скалы	5	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	10	5	5	5	-5000	5	5	5	10	5	5	5	10	30	5	5	10	-5000	-5000	5	10	5	-5000	-5000	5	5	10	10	5	5	-5000	-10	5	5	10	5	5	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	-5000	5	5	-5000	5	-5000	5	5	5	5	10	10	5	5	5	5	10	5	5	-10	5	5	10	5	5	5	-5000	5	5	10	5	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	5	5	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	10	10	5	5	5	5	5	5	-5000	-5000	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
